Date,Close/Last,Volume,Open,High,Low,Day
12/01/2023,130.63,24 117 080.00,131.29,131.45,129.40,951
12/04/2023,132.39,19 235 150.00,130.37,133.54,129.73,952
12/05/2023,131.43,16 360 650.00,132.90,133.31,131.31,953
12/06/2023,138.45,38 419 430.00,136.60,140.00,136.23,954
12/07/2023,136.64,23 016 140.00,135.66,137.99,135.57,955
12/08/2023,134.70,24 502 860.00,133.82,134.79,132.89,956
12/11/2023,133.64,26 583 980.00,133.27,134.54,132.83,957
12/12/2023,133.97,25 414 460.00,134.55,134.78,132.95,958
12/13/2023,133.20,29 619 100.00,134.77,135.04,131.06,959
12/14/2023,133.84,58 594 000.00,132.92,134.83,132.63,960
12/15/2023,137.19,25 699 770.00,133.86,138.38,133.77,961
12/18/2023,138.10,20 661 000.00,138.00,138.77,137.45,962
12/19/2023,139.66,33 507 340.00,140.33,143.08,139.41,963
12/20/2023,141.80,18 101 480.00,140.77,142.03,140.47,964
12/21/2023,142.72,18 513 520.00,142.13,143.25,142.06,965
12/22/2023,142.82,11 170 070.00,142.98,143.95,142.50,966
12/26/2023,141.44,17 288 360.00,142.83,143.32,141.05,967
12/27/2023,141.28,12 192 550.00,141.85,142.27,140.83,968
12/28/2023,140.93,14 880 960.00,140.68,141.44,139.90,969
12/29/2023,139.56,20 071 890.00,139.60,140.61,137.74,970
01/02/2024,140.36,18 974 310.00,138.60,141.09,138.43,971
01/03/2024,138.04,18 253 330.00,139.85,140.64,138.01,972
01/04/2024,137.39,15 439 480.00,138.35,138.81,136.85,973
01/05/2024,140.53,17 645 290.00,138.00,140.64,137.88,974
01/08/2024,142.56,19 579 670.00,140.06,142.80,139.79,975
01/09/2024,143.80,16 641 880.00,142.52,144.53,142.46,976
01/10/2024,143.67,17 471 130.00,144.90,146.66,142.22,977
01/11/2024,144.24,13 998 730.00,144.34,144.74,143.36,978
01/12/2024,144.08,19 198 940.00,143.43,145.84,143.06,979
01/16/2024,142.89,17 884 550.00,142.91,143.41,140.51,980
01/17/2024,144.99,18 876 800.00,143.44,145.59,143.35,981
01/18/2024,147.97,27 181 030.00,146.31,148.04,145.80,982
01/19/2024,147.71,21 829 230.00,148.71,150.02,147.58,983
01/22/2024,148.68,14 113 650.00,147.72,148.86,147.19,984
01/23/2024,150.35,19 245 030.00,150.29,151.57,149.84,985
01/24/2024,153.64,21 495 120.00,151.74,154.76,151.22,986
01/25/2024,153.79,19 494 490.00,152.87,154.11,152.80,987
01/26/2024,154.84,20 909 260.00,153.64,155.20,152.92,988
01/29/2024,153.05,26 578 930.00,154.01,155.04,152.78,989
01/30/2024,141.80,43 908 580.00,145.39,145.59,141.55,990
01/31/2024,142.71,25 526 860.00,143.69,144.62,142.26,991
02/01/2024,143.54,42 136 130.00,140.89,143.88,138.17,992
02/02/2024,144.93,29 254 440.00,144.04,146.67,143.91,993
02/05/2024,145.41,21 517 660.00,145.96,146.74,144.52,994
02/06/2024,146.68,21 436 130.00,146.12,147.00,145.21,995
02/07/2024,147.22,18 241 320.00,146.97,147.61,146.42,996
02/08/2024,150.22,21 877 690.00,147.95,150.70,147.43,997
02/09/2024,148.73,17 236 110.00,149.54,150.59,148.56,998
02/12/2024,146.37,18 138 480.00,146.07,148.04,145.11,999
02/13/2024,147.14,16 651 820.00,147.37,147.83,145.56,1000
02/14/2024,143.94,26 724 310.00,144.46,144.76,141.88,1001
02/15/2024,141.76,21 865 120.00,144.21,144.48,141.52,1002
02/16/2024,142.20,18 625 590.00,140.94,143.33,140.80,1003
02/20/2024,143.84,16 499 580.00,142.64,143.98,141.91,1004
02/21/2024,145.32,23 024 710.00,146.12,146.20,144.01,1005
02/22/2024,145.29,14 519 430.00,144.97,145.96,144.79,1006
02/23/2024,138.75,33 513 010.00,143.45,143.84,138.74,1007
02/26/2024,140.10,22 363 980.00,139.41,140.49,138.50,1008
02/27/2024,137.43,30 628 700.00,139.10,139.28,136.64,1009
02/28/2024,139.78,35 485 010.00,138.35,139.95,137.57,1010
02/29/2024,138.08,28 551 530.00,139.61,140.00,137.98,1011
03/01/2024,134.20,43 571 510.00,136.54,136.63,132.86,1012
03/04/2024,133.78,28 447 550.00,132.74,134.02,131.55,1013
03/05/2024,132.56,23 175 200.00,134.24,134.74,131.95,1014
03/06/2024,135.24,24 107 280.00,133.89,135.82,132.66,1015
03/07/2024,136.29,26 495 160.00,135.04,138.99,134.80,1016
03/08/2024,138.94,22 536 370.00,137.07,139.98,137.07,1017
03/11/2024,139.62,19 019 700.00,138.25,140.28,138.21,1018
03/12/2024,140.77,19 637 000.00,140.06,142.19,140.01,1019
03/13/2024,144.34,36 117 910.00,142.30,144.73,141.49,1020
03/14/2024,142.17,41 039 490.00,143.41,144.34,141.13,1021
03/15/2024,148.48,47 676 690.00,149.37,152.93,148.14,1022
03/18/2024,147.92,17 748 370.00,148.98,149.62,147.01,1023
03/19/2024,149.68,17 730 000.00,148.79,149.76,147.67,1024
03/20/2024,148.74,19 843 920.00,150.32,151.31,148.01,1025
03/21/2024,151.77,19 252 930.00,150.24,152.56,150.09,1026
03/22/2024,151.15,15 114 730.00,150.95,151.46,148.80,1027
03/25/2024,151.70,19 312 690.00,151.24,153.20,151.03,1028
03/26/2024,151.94,16 621 960.00,152.15,152.69,150.13,1029
03/27/2024,152.26,21 105 630.00,152.00,152.67,151.33,1030
03/28/2024,156.50,24 469 820.00,151.83,157.00,151.65,1031
04/01/2024,155.87,17 598 060.00,154.75,155.99,153.46,1032
04/02/2024,156.37,17 266 180.00,154.92,156.55,154.13,1033
04/03/2024,151.94,24 184 840.00,155.08,156.18,151.88,1034
04/04/2024,153.94,16 297 320.00,151.68,154.84,151.08,1035
04/05/2024,156.14,16 641 530.00,154.02,156.66,153.99,1036
04/08/2024,158.14,21 538 140.00,157.35,159.89,156.64,1037
04/09/2024,157.66,16 339 170.00,157.88,158.16,156.20,1038
04/10/2024,160.79,17 841 700.00,158.34,161.12,157.93,1039
04/11/2024,159.19,16 989 770.00,159.41,161.70,158.60,1040
04/12/2024,156.33,21 140 950.00,160.28,160.83,156.15,1041
04/15/2024,156.00,15 413 200.00,155.64,157.23,155.05,1042
04/16/2024,156.88,16 237 750.00,157.19,158.68,156.14,1043
04/17/2024,157.46,14 016 070.00,156.93,158.49,156.21,1044
04/18/2024,155.72,21 479 880.00,157.75,157.99,153.91,1045
04/19/2024,157.95,17 243 870.00,156.01,159.19,155.66,1046
04/22/2024,159.92,16 115 410.00,158.59,160.48,157.97,1047
04/23/2024,161.10,19 485 690.00,159.09,161.39,158.82,1048
04/24/2024,157.95,36 197 790.00,153.36,158.28,152.77,1049
04/25/2024,173.69,56 500 790.00,175.99,176.42,171.40,1050
04/26/2024,167.90,35 914 560.00,170.77,171.38,167.06,1051
04/29/2024,164.64,29 420 760.00,167.38,169.87,164.50,1052
04/30/2024,165.57,25 223 250.00,166.18,168.81,164.90,1053
05/01/2024,168.46,17 041 120.00,166.67,168.53,165.69,1054
05/02/2024,168.99,22 767 060.00,169.54,169.85,164.98,1055
05/03/2024,169.83,15 147 910.00,169.22,169.90,167.89,1056
05/06/2024,172.98,21 102 430.00,170.12,173.47,170.00,1057
05/07/2024,171.16,14 569 860.00,170.75,171.91,170.52,1058
05/08/2024,171.58,11 937 700.00,171.15,172.44,169.93,1059
05/09/2024,170.29,18 740 460.00,169.69,171.34,167.91,1060
05/10/2024,170.90,19 648 590.00,165.85,170.95,165.76,1061
05/13/2024,171.93,18 729 460.00,171.59,172.78,170.42,1062
05/14/2024,173.88,20 958 250.00,172.30,174.05,172.03,1063
05/15/2024,175.43,17 247 310.00,174.60,176.34,174.05,1064
05/16/2024,177.29,16 546 350.00,175.55,177.50,174.98,1065
05/17/2024,178.46,17 495 120.00,177.31,179.95,177.23,1066
05/20/2024,179.54,14 706 020.00,178.40,179.82,177.31,1067
05/21/2024,178.00,16 189 400.00,178.40,178.85,176.78,1068
05/22/2024,175.06,14 928 360.00,178.78,179.91,174.54,1069
05/23/2024,176.33,11 403 560.00,176.52,177.30,175.20,1070
05/24/2024,178.02,15 655 340.00,175.74,178.51,175.68,1071
05/28/2024,177.40,15 023 850.00,176.81,178.23,176.26,1072
05/29/2024,173.56,18 844 040.00,176.69,176.69,173.23,1073
05/30/2024,173.96,28 085 150.00,173.40,174.42,170.97,1074
05/31/2024,174.42,20 742 800.00,173.88,175.86,172.45,1075
06/03/2024,175.13,14 066 600.00,174.45,175.19,173.22,1076
06/04/2024,177.07,15 233 860.00,176.54,177.97,175.29,1077
06/05/2024,178.35,14 255 820.00,177.43,178.71,177.21,1078
06/06/2024,175.95,14 716 270.00,178.46,179.42,175.79,1079
06/07/2024,176.63,17 122 250.00,176.45,178.47,174.38,1080
06/10/2024,178.19,14 402 400.00,177.72,178.39,175.44,1081
06/11/2024,179.56,18 600 420.00,179.75,182.08,177.78,1082
06/12/2024,176.74,15 956 940.00,177.84,178.51,176.66,1083
06/13/2024,178.37,12 361 570.00,175.85,178.73,175.85,1084
06/14/2024,178.78,15 272 860.00,176.98,179.92,176.49,1085
06/17/2024,176.45,15 640 260.00,178.79,178.91,175.62,1086
06/18/2024,177.71,16 753 170.00,176.71,178.74,176.46,1087
06/20/2024,180.26,59 728 020.00,178.49,182.51,178.06,1088
06/21/2024,180.79,18 198 280.00,181.28,182.08,180.23,1089
06/24/2024,185.58,18 917 730.00,181.15,185.75,181.11,1090
06/25/2024,185.37,13 375 720.00,184.20,185.93,183.99,1091
06/26/2024,186.86,13 025 660.00,185.65,187.50,185.45,1092
06/27/2024,183.42,23 032 360.00,185.72,186.58,183.33,1093
06/28/2024,184.49,11 815 860.00,184.48,185.34,182.73,1094
07/01/2024,186.61,12 555 550.00,183.47,186.95,183.06,1095
07/02/2024,187.39,7 409 106.00,186.30,187.62,185.39,1096
07/03/2024,191.96,14 303 360.00,187.32,192.26,187.32,1097
07/05/2024,190.48,12 097 610.00,191.37,191.68,189.32,1098
07/08/2024,190.44,10 224 930.00,191.75,192.86,190.23,1099
07/09/2024,192.66,12 052 910.00,190.75,193.31,190.62,1100
07/10/2024,187.30,16 451 980.00,191.34,192.41,186.82,1101
07/11/2024,186.78,14 449 110.00,186.92,188.69,186.14,1102
07/12/2024,188.19,12 186 020.00,186.49,189.90,186.49,1103
07/15/2024,185.50,12 760 100.00,188.96,190.34,185.12,1104
07/16/2024,182.62,17 376 560.00,184.68,185.23,181.62,1105
07/17/2024,179.22,17 877 200.00,183.54,184.05,178.21,1106
07/18/2024,179.39,14 485 900.00,180.37,181.97,178.86,1107
07/19/2024,183.35,16 303 900.00,182.35,184.30,181.90,1108
07/22/2024,183.60,23 772 600.00,183.84,185.22,183.33,1109
07/23/2024,174.37,31 250 680.00,175.39,177.95,173.57,1110
07/24/2024,169.16,28 967 880.00,174.25,175.20,169.05,1111
07/25/2024,168.68,25 150 120.00,168.77,169.84,165.87,1112
07/26/2024,171.13,13 768 930.00,170.50,172.16,169.72,1113
07/29/2024,171.86,13 681 420.00,171.83,172.95,170.12,1114
07/30/2024,173.15,15 650 150.00,174.92,175.91,171.72,1115
07/31/2024,172.45,17 177 830.00,171.98,175.68,170.51,1116
08/01/2024,168.40,18 907 770.00,168.19,170.21,166.39,1117
08/02/2024,160.64,34 907 820.00,157.37,165.94,156.60,1118
08/05/2024,160.54,36 146 540.00,160.95,162.35,158.13,1119
08/06/2024,160.75,19 334 250.00,163.24,164.79,160.24,1120
08/07/2024,163.84,15 733 610.00,162.34,165.50,162.03,1121
08/08/2024,165.39,13 549 230.00,161.65,165.52,160.93,1122
08/09/2024,163.95,12 434 970.00,166.00,166.70,163.55,1123
08/12/2024,165.93,12 717 630.00,165.19,166.54,164.77,1124
08/13/2024,162.03,22 515 900.00,164.21,164.96,159.53,1125
08/14/2024,163.17,18 392 450.00,162.21,163.52,161.49,1126
08/15/2024,164.74,16 853 140.00,163.41,166.95,163.08,1127
08/16/2024,168.40,13 100 760.00,167.00,168.47,166.09,1128
08/19/2024,168.96,12 622 520.00,168.74,170.41,168.66,1129
08/20/2024,167.63,15 269 550.00,166.99,168.64,166.57,1130
08/21/2024,165.49,19 123 780.00,169.04,169.42,165.03,1131
08/22/2024,167.43,14 281 620.00,166.55,167.95,165.66,1132
08/23/2024,167.93,11 990 310.00,168.16,169.38,166.32,1133
08/26/2024,166.38,13 718 160.00,167.61,168.25,166.16,1134
08/27/2024,164.50,15 208 740.00,166.78,167.39,163.28,1135
08/28/2024,163.40,17 133 830.00,166.06,167.63,161.98,1136
08/29/2024,165.11,18 498 780.00,164.22,165.28,163.41,1137
08/30/2024,158.61,26 533 110.00,163.32,163.38,157.86,1138
09/03/2024,157.81,17 410 650.00,158.08,160.40,157.44,1139
09/04/2024,158.60,14 139 500.00,157.78,161.02,157.52,1140
09/05/2024,152.13,24 999 060.00,158.69,159.22,151.94,1141
09/06/2024,149.54,28 057 750.00,153.63,154.64,148.20,1142
09/09/2024,150.01,20 401 770.00,151.45,152.30,149.54,1143
09/10/2024,152.15,18 991 490.00,151.09,152.48,148.70,1144
09/11/2024,155.54,21 024 060.00,154.81,155.61,153.50,1145
09/12/2024,158.37,16 733 910.00,156.36,159.28,156.11,1146
09/13/2024,158.99,14 157 610.00,158.33,159.24,157.61,1147
09/16/2024,160.28,12 064 790.00,160.09,161.59,159.41,1148
09/17/2024,160.81,16 756 450.00,160.85,161.63,159.66,1149
09/18/2024,163.24,17 548 190.00,164.82,164.99,162.52,1150
09/19/2024,164.64,46 362 670.00,164.52,164.75,163.18,1151
09/20/2024,163.07,15 648 450.00,165.34,166.61,162.95,1152
09/23/2024,163.64,18 774 060.00,164.25,164.55,162.03,1153
09/24/2024,162.99,13 607 890.00,162.97,164.22,162.78,1154
09/25/2024,163.83,18 234 500.00,165.03,165.50,163.50,1155
09/26/2024,165.29,13 604 260.00,163.91,166.97,163.83,1156
09/27/2024,167.19,14 083 450.00,164.78,167.36,164.64,1157
09/30/2024,168.42,18 629 510.00,168.86,170.44,165.90,1158
10/01/2024,167.31,12 744 980.00,167.76,168.88,166.25,1159
10/02/2024,167.21,11 004 330.00,165.82,167.91,165.37,1160
10/03/2024,168.56,11 435 320.00,169.34,169.55,166.96,1161
10/04/2024,164.39,14 034 720.00,169.14,169.90,164.13,1162
10/07/2024,165.70,11 723 890.00,165.43,166.10,164.31,1163
10/08/2024,163.06,19 666 410.00,164.86,166.26,161.12,1164
10/09/2024,163.18,12 900 490.00,162.11,164.31,161.64,1165
10/10/2024,164.52,10 945 970.00,163.33,165.27,162.50,1166
10/11/2024,166.35,9 981 765.00,164.91,167.62,164.78,1167
10/14/2024,166.90,14 829 340.00,167.14,169.09,166.05,1168
10/15/2024,166.74,9 968 474.00,166.03,167.28,165.22,1169
10/16/2024,164.51,15 113 360.00,167.38,167.93,164.37,1170
10/17/2024,165.05,13 091 270.00,164.87,166.37,164.75,1171
10/18/2024,165.80,11 384 050.00,164.58,166.22,164.31,1172
10/21/2024,166.82,11 958 620.00,164.70,167.47,164.67,1173
10/22/2024,164.48,12 754 280.00,166.43,167.60,163.63,1174
10/23/2024,164.53,12 764 430.00,164.59,165.05,162.77,1175
10/24/2024,166.99,14 566 410.00,165.37,167.40,165.23,1176
10/25/2024,168.34,20 858 250.00,170.59,170.61,165.79,1177
10/28/2024,171.14,28 916 110.00,169.39,171.86,168.66,1178
10/29/2024,176.14,49 698 310.00,182.41,183.79,175.75,1179
10/30/2024,172.69,32 801 900.00,174.72,178.42,172.56,1180
10/31/2024,172.65,21 752 860.00,171.54,173.82,170.31,1181
11/01/2024,170.68,16 193 990.00,171.24,171.92,169.49,1182
11/04/2024,171.41,12 518 280.00,170.83,172.10,170.37,1183
11/05/2024,178.33,27 061 510.00,175.35,178.64,175.04,1184
11/06/2024,182.28,16 730 410.00,179.11,182.58,178.89,1185
11/07/2024,179.86,15 021 550.00,182.00,182.35,179.57,1186
11/08/2024,181.97,12 503 420.00,180.07,182.09,179.99,1187
11/11/2024,183.32,14 065 850.00,181.38,184.03,180.99,1188
11/12/2024,180.49,13 969 710.00,182.15,182.62,180.12,1189
11/13/2024,177.35,17 925 760.00,179.75,180.45,176.03,1190
11/14/2024,173.89,21 708 870.00,175.64,175.88,172.75,1191
11/15/2024,176.80,18 725 420.00,174.96,176.91,174.42,1192
11/18/2024,179.58,15 392 870.00,175.24,180.17,175.12,1193
11/19/2024,177.33,15 729 810.00,178.83,179.11,175.33,1194
11/20/2024,169.24,38 839 430.00,175.46,175.58,165.31,1195
11/21/2024,166.57,24 497 040.00,167.16,168.26,165.71,1196
11/22/2024,169.43,21 395 650.00,167.99,170.46,167.40,1197
11/25/2024,170.62,14 937 480.00,169.49,171.50,169.43,1198
11/26/2024,170.82,12 433 370.00,170.68,171.14,169.67,1199
11/27/2024,170.49,9 250 712.00,170.06,170.87,168.75,1200
11/29/2024,172.98,16 593 440.00,170.32,173.60,170.27,1201
12/02/2024,173.02,15 721 480.00,173.12,174.32,172.51,1202
12/03/2024,176.09,18 239 840.00,172.78,176.43,172.75,1203
12/04/2024,174.31,16 145 520.00,177.32,177.71,174.01,1204
12/05/2024,176.49,13 319 550.00,173.88,176.84,173.55,1205
12/06/2024,177.10,19 887 790.00,175.72,178.04,175.40,1206
12/09/2024,186.53,34 317 440.00,184.54,188.03,182.67,1207
12/10/2024,196.71,41 664 490.00,186.70,196.89,186.26,1208
12/11/2024,193.63,25 197 760.00,196.30,196.71,193.28,1209
12/12/2024,191.38,18 883 220.00,192.71,194.34,191.26,1210
12/13/2024,198.16,32 248 640.00,194.37,200.64,194.11,1211
12/16/2024,197.12,24 129 480.00,198.53,202.88,196.69,1212
12/17/2024,190.15,27 638 420.00,196.83,198.69,189.28,1213
12/18/2024,189.70,26 981 200.00,193.28,194.60,189.52,1214
12/19/2024,192.96,45 319 700.00,187.01,194.14,186.37,1215
12/20/2024,195.99,15 235 940.00,194.03,196.49,191.63,1216
12/23/2024,197.57,6 809 823.00,196.17,197.67,195.20,1217
12/24/2024,197.10,7 918 434.00,196.74,198.16,195.87,1218
12/26/2024,194.04,14 692 990.00,196.47,196.80,191.97,1219
12/27/2024,192.69,12 209 530.00,190.87,193.78,190.36,1220
12/30/2024,190.44,14 355 220.00,192.45,193.25,189.58,1221
12/31/2024,190.63,17 545 160.00,191.49,193.20,188.71,1222
01/02/2025,193.13,12 874 960.00,192.73,194.50,191.35,1223
01/03/2025,197.55,22 109 130.00,198.05,198.81,195.31,1224
01/06/2025,199.63,19 005 230.00,200.51,203.84,199.44,1225
01/07/2025,200.03,15 477 380.00,200.55,202.12,199.20,1226
01/08/2025,199.58,15 170 840.00,199.98,201.94,196.82,1227
01/10/2025,201.90,12 732 380.00,199.85,202.57,199.78,1228
01/13/2025,193.77,24 970 170.00,194.19,198.67,192.70,1229
01/14/2025,197.07,15 939 160.00,194.65,197.23,192.61,1230
01/15/2025,197.18,12 287 820.00,197.37,198.46,195.19,1231
01/16/2025,202.63,14 571 480.00,199.76,203.24,199.47,1232
01/17/2025,205.60,17 087 340.00,203.72,207.08,203.58,1233
01/21/2025,202.64,16 719 470.00,202.22,205.22,201.66,1234
01/22/2025,207.71,28 285 440.00,204.50,208.70,204.26,1235
01/23/2025,193.30,43 719 590.00,193.10,194.55,189.91,1236
01/24/2025,193.31,20 816 590.00,190.99,193.83,190.49,1237
01/27/2025,187.14,29 565 720.00,192.74,193.02,185.10,1238
01/28/2025,188.20,16 606 020.00,189.06,189.99,187.61,1239
01/29/2025,187.07,13 028 100.00,186.84,188.80,186.08,1240
01/30/2025,185.43,17 632 310.00,185.23,186.83,183.63,1241
01/31/2025,204.40,20 093 536.46,208.46,212.05,207.75,1242
02/03/2025,187.88,12 729 330.00,185.93,187.99,184.88,1243
02/04/2025,203.66,20 017 665.14,207.71,211.22,206.94,1244
02/05/2025,186.87,12 714 150.00,186.83,188.15,186.11,1245
02/06/2025,194.96,19 941 793.82,206.96,210.38,206.13,1246
02/07/2025,185.80,19 796 030.00,187.44,187.78,183.58,1247
02/10/2025,193.77,19 865 922.49,206.21,209.55,205.32,1248
02/11/2025,187.13,13 120 470.00,186.19,187.36,185.50,1249
02/12/2025,192.58,19 790 051.17,205.47,208.72,204.51,1250
02/13/2025,186.64,12 063 810.00,186.50,187.12,184.60,1251
02/14/2025,191.40,19 714 179.85,204.72,207.89,203.71,1252
02/18/2025,181.58,19 520 780.00,187.29,187.47,181.13,1253
02/19/2025,190.21,19 638 308.52,203.97,207.06,202.90,1254
02/20/2025,181.19,18 734 010.00,183.80,185.09,180.88,1255
02/21/2025,189.02,19 562 437.20,203.22,206.23,202.09,1256